Year,Month,Day,DayOfWeek,Airline,FlightNumber,OriginAirport,DestAirport,SchedDepTime,DepDelay,ArrDelay,Cancelled,Diverted,Distance
2015,1,3,6,B6,4522,DFW,DFW,02:35,44,45,False,False,2203
2015,4,28,4,AS,1914,SEA,ATL,16:21,88,106,False,False,2501
2019,4,11,4,WN,4235,SFO,DEN,01:54,68,66,False,False,857
2018,9,8,3,F9,5919,LAX,LAX,03:49,105,111,False,False,1342
2019,6,18,6,F9,2266,ATL,JFK,16:43,117,119,False,False,1142
2017,10,7,4,AS,4034,MIA,ORD,12:33,166,180,False,False,2551
2019,9,19,3,NK,1892,JFK,MIA,12:26,34,41,False,False,2102
2017,10,22,6,F9,8822,LGA,LAX,03:42,67,86,False,False,1489
2018,7,8,2,WN,2858,ATL,ATL,19:22,-15,-19,False,False,1728
2018,7,8,6,UA,7803,LAX,SEA,16:41,80,74,False,False,1106
2017,7,10,4,F9,2044,DFW,LAX,06:05,-13,-9,False,False,1082
2019,4,24,4,AS,3666,ATL,DEN,01:34,106,105,False,False,2829
2016,11,3,7,AS,9603,LAX,JFK,01:02,17,21,False,False,534
2018,9,28,6,DL,1594,LAX,JFK,07:14,62,66,False,False,1104
2015,3,9,6,WN,5490,SEA,ATL,13:20,154,148,False,False,378
2016,12,11,1,AS,7688,DEN,MIA,21:42,109,108,False,False,2878
2016,4,13,7,DL,860,LGA,SFO,03:24,118,136,False,False,2466
2015,8,17,3,NK,4818,ATL,SFO,07:47,57,60,True,False,2476
2017,11,16,4,NK,9519,MIA,SFO,01:03,9,16,True,False,1155
2015,3,15,3,AA,4107,JFK,ATL,09:43,169,167,False,False,2561
2018,9,17,7,AS,3782,LGA,SEA,08:01,-17,-10,False,False,2213
2018,10,14,2,DL,4694,LGA,SEA,18:03,109,107,False,False,443
2019,5,21,5,B6,4042,DFW,JFK,23:38,111,125,False,False,1803
2018,10,4,3,F9,152,LAX,MIA,13:50,48,54,False,False,1145
2017,4,8,1,AA,3651,SEA,DFW,05:48,10,19,False,False,2354
2015,11,3,3,AA,8112,LAX,LGA,09:58,90,90,False,False,2807
2019,12,16,3,NK,4078,SFO,MIA,05:33,134,147,False,False,1470
2018,3,10,6,B6,4951,LAX,SFO,07:50,68,66,False,False,357
2017,11,5,3,DL,7070,ATL,DFW,21:13,151,157,False,False,2589
2019,1,10,2,B6,821,JFK,DEN,16:16,43,58,False,False,2420
2018,1,6,3,F9,608,LGA,SEA,21:05,138,135,False,False,2302
2016,7,24,5,B6,152,DEN,DFW,05:06,-12,-12,False,False,857
2015,11,6,5,F9,395,DEN,DFW,20:58,27,24,False,False,1582
2017,7,10,5,DL,8177,DFW,MIA,14:10,84,79,False,False,471
2019,4,23,5,F9,6703,DFW,DEN,04:30,64,61,False,False,2462
2019,8,21,5,AA,3972,ORD,SFO,18:59,154,173,False,False,211
2016,9,6,7,F9,2888,SEA,LAX,05:50,143,151,False,False,2001
2015,3,25,1,UA,6067,LAX,ORD,09:40,51,58,False,False,200
2019,11,28,2,AA,1182,JFK,ATL,05:48,40,31,False,False,1114
2019,9,6,6,WN,5914,DEN,LGA,06:44,7,15,True,False,2398
2015,1,2,2,AA,928,LGA,JFK,17:08,105,112,False,True,2983
2018,10,22,5,DL,3999,ORD,LGA,10:34,18,25,False,False,2990
2018,1,8,6,DL,2164,MIA,ATL,13:33,140,137,False,False,2176
2018,12,2,5,AA,5790,ATL,JFK,19:54,177,185,True,False,2916
2015,10,14,7,AS,4558,MIA,DEN,01:17,154,146,False,False,509
2018,10,26,5,NK,5170,DFW,DEN,20:03,170,188,False,False,1285
2018,12,6,7,B6,9477,ATL,DFW,11:17,165,165,False,False,1149
2018,9,14,6,UA,4243,DFW,MIA,18:30,139,133,False,False,733
2015,1,13,1,B6,1655,JFK,LAX,15:28,7,-1,False,False,1823
2017,2,24,1,NK,8958,DEN,LAX,23:06,94,101,False,False,2070
2016,3,5,6,F9,5054,ORD,JFK,16:30,65,59,False,True,1450
2017,11,9,6,B6,3492,ORD,ORD,21:36,38,41,False,False,527
2019,10,24,7,AS,940,MIA,MIA,21:11,24,33,False,False,573
2019,11,16,7,NK,9185,SFO,ORD,04:03,152,163,False,False,2699
2017,10,11,7,AS,9525,SFO,LAX,01:12,69,73,False,False,2365
2016,5,15,5,F9,9683,LAX,DEN,10:55,-11,-9,False,False,2015
2017,7,13,6,NK,7693,SFO,SFO,10:40,16,15,False,False,2450
2019,2,2,1,DL,5377,SFO,LAX,19:51,145,139,True,False,2642
2016,4,9,3,AS,6004,MIA,JFK,13:49,6,17,False,False,1285
2019,5,7,7,AS,6486,ATL,DFW,14:03,55,68,False,False,1056
2017,7,26,7,WN,264,ORD,JFK,13:48,167,170,False,False,661
2016,9,14,7,NK,6989,DEN,SFO,20:06,152,165,True,False,2372
2017,5,14,4,F9,965,ORD,ATL,12:42,-5,2,False,False,2119
2016,4,22,7,DL,6131,LAX,ORD,03:39,71,80,False,False,2692
2016,12,3,4,AA,4483,ATL,ORD,10:48,176,167,False,False,2925
2015,2,28,6,NK,4106,ATL,JFK,20:37,54,53,False,False,491
2016,11,18,2,AS,2167,LGA,SFO,12:51,53,64,False,False,1333
2019,4,3,3,AS,7151,ORD,ATL,09:38,60,64,False,False,2463
2018,3,9,5,B6,8288,LGA,SFO,05:15,117,130,False,False,2600
2016,10,10,5,F9,3678,ATL,ATL,13:04,29,30,False,False,2560
2017,11,12,6,AS,9540,JFK,LAX,09:41,88,105,False,False,1287
2015,4,19,3,F9,783,LGA,ORD,03:13,76,71,False,False,1734
2019,2,15,3,B6,7036,ORD,DEN,08:22,38,38,False,False,2541
2019,10,15,7,UA,8860,LGA,MIA,16:03,-20,-28,False,False,1876
2018,7,12,3,NK,8013,MIA,MIA,19:52,164,176,False,False,2109
2019,6,23,7,NK,6928,LGA,LGA,19:14,154,171,True,False,2027
2019,1,18,5,DL,4509,JFK,JFK,03:30,25,36,False,False,2864
2017,1,25,4,F9,973,MIA,ORD,19:31,158,154,False,False,365
2016,8,27,4,DL,1548,MIA,DEN,12:14,44,49,False,False,932
2019,7,18,3,F9,3726,DEN,ORD,03:57,-10,7,False,False,1269
2017,4,6,1,AA,5049,JFK,MIA,19:30,67,67,False,False,258
2015,6,25,2,WN,2179,ATL,SEA,02:19,46,37,False,False,2494
2017,3,26,1,B6,9864,JFK,LAX,12:34,13,3,False,False,1639
2017,10,5,4,AA,2615,ATL,SFO,16:22,-2,4,True,False,1128
2018,5,18,1,AA,9469,SEA,DFW,10:45,120,127,False,False,1588
2015,4,1,7,AA,3128,ORD,ATL,10:28,152,164,False,False,2152
2015,9,12,5,WN,6802,DFW,DFW,23:15,42,50,False,False,2733
2015,7,22,3,AA,9225,SFO,ORD,13:04,3,22,False,False,2422
2018,5,11,5,AA,5869,SFO,LGA,02:24,169,172,False,False,2805
2016,3,20,5,AS,8957,DEN,LGA,14:17,86,98,True,False,828
2016,11,23,2,DL,9407,SFO,DFW,00:01,40,47,False,False,285
2017,4,10,2,AA,1771,DFW,MIA,03:39,47,43,False,False,1694
2015,4,16,3,WN,8059,JFK,ORD,21:01,133,149,False,False,1412
2016,6,27,1,AS,6760,ORD,ATL,11:39,163,170,False,False,2598
2015,12,2,1,AS,4839,SEA,JFK,04:57,5,3,False,False,2792
2017,5,16,2,AA,3742,ATL,ATL,00:45,68,76,False,False,519
2017,1,8,4,AS,2856,MIA,LAX,10:02,168,175,False,False,2432
2019,4,26,2,DL,1877,MIA,ORD,23:05,66,75,False,False,2293
2016,4,16,7,B6,3183,LAX,DFW,23:53,-13,-21,False,False,1677
2019,6,10,5,AS,8051,ORD,DFW,14:30,42,33,False,False,2281
2019,11,8,4,NK,3656,DFW,LAX,05:25,121,136,False,False,2491
2019,4,21,3,UA,9673,JFK,SFO,01:39,122,137,False,False,1293
2015,2,16,6,NK,6145,LAX,LGA,05:12,161,151,False,False,2636
2015,6,19,4,B6,3387,ORD,ORD,22:22,-4,1,False,False,2288
2019,8,27,3,AA,4750,SFO,LAX,11:18,136,146,False,False,1575
2016,10,17,3,DL,454,LAX,LAX,11:54,168,186,False,False,1839
2015,3,14,4,AA,9601,SFO,LAX,12:21,140,139,False,False,2558
2016,10,22,5,F9,4015,SFO,DEN,04:59,32,41,False,False,752
2016,2,16,1,AA,1389,MIA,ATL,08:15,40,45,False,False,894
2017,6,19,4,NK,4323,MIA,DFW,18:35,14,10,True,False,1866
2018,5,9,6,AA,4017,LGA,ATL,16:13,48,45,False,False,1778
2018,10,25,4,WN,219,DEN,LAX,09:39,53,46,False,False,1961
2015,9,22,1,AS,7686,ATL,DFW,19:55,102,109,False,False,2346
2019,3,16,2,AS,8731,SEA,ORD,08:38,136,131,False,False,2977
2019,6,8,2,UA,4208,DFW,ATL,12:05,149,153,False,False,455
2016,4,3,3,AS,3817,JFK,SEA,20:01,112,131,False,False,2134
2018,11,19,2,B6,1679,DFW,SEA,20:12,57,53,False,False,2987
2018,9,14,3,B6,269,ORD,SFO,17:19,139,147,False,False,2503
2017,2,27,6,F9,7515,DFW,DEN,09:19,48,49,False,False,2066
2015,7,23,3,NK,8728,SFO,ATL,18:19,3,9,False,False,364
2016,4,15,7,WN,8084,LAX,SFO,18:50,75,67,False,False,2169
2017,10,3,3,B6,7261,JFK,MIA,00:31,94,103,False,False,1139
2017,5,8,1,F9,3444,ATL,DEN,02:03,97,96,False,False,1572
2016,1,23,5,AA,2466,ATL,LAX,02:11,-3,-1,False,False,417
2016,3,18,4,WN,3227,LAX,LAX,00:22,35,27,False,False,1749
2016,8,7,1,DL,7809,DFW,DFW,11:32,129,145,False,False,2277
2015,7,28,6,F9,3864,LAX,DEN,06:12,18,33,False,False,1768
2018,1,22,6,UA,8253,DFW,ORD,05:26,121,114,False,False,1778
2017,12,10,5,NK,3835,JFK,LGA,01:49,83,88,False,False,1692
2017,2,20,3,UA,5197,DFW,MIA,06:24,-10,-1,False,False,696
2019,8,8,6,WN,7433,SFO,SEA,19:23,152,156,False,False,2394
2015,11,4,2,UA,3973,LAX,SFO,20:55,144,157,False,False,720
2019,2,1,7,NK,525,SEA,LGA,01:04,116,122,False,False,2000
2017,11,9,2,F9,3843,SEA,SEA,22:01,89,104,False,False,322
2019,10,23,7,F9,7489,SEA,SFO,07:57,90,88,False,False,1561
2018,2,2,4,NK,2736,LAX,JFK,05:46,166,180,False,False,2582
2019,4,8,6,WN,2532,ORD,DEN,14:31,17,32,False,True,359
2018,7,6,5,NK,7497,ORD,SEA,11:30,81,91,False,False,2375
2017,10,22,7,WN,3511,DFW,JFK,20:32,154,164,False,False,2241
2016,6,16,3,WN,8277,DEN,SEA,04:33,8,7,False,False,909
2019,1,4,6,WN,2404,SFO,DFW,07:26,148,140,False,False,1515
2019,8,23,7,DL,9189,LGA,SEA,18:31,29,40,False,False,2803
2019,5,19,1,AS,520,ATL,SFO,05:35,14,25,False,False,2751
2018,2,11,7,DL,332,SFO,ORD,01:38,20,13,False,False,2104
2019,11,9,5,NK,7296,LGA,JFK,12:22,13,10,False,False,2084
2017,3,28,2,NK,9791,SEA,MIA,12:36,16,27,False,False,2669
2017,3,16,2,AA,4069,ATL,LAX,16:25,137,156,False,False,2337
2017,11,25,2,WN,1100,JFK,DFW,14:00,102,109,False,False,1259
2019,11,8,1,B6,260,SEA,SEA,08:30,52,71,False,False,2581
2015,12,27,5,DL,4831,ATL,LGA,02:09,154,152,False,False,802
2018,10,2,7,AS,8307,LAX,MIA,19:29,167,177,False,False,988
2015,3,10,1,UA,7570,DFW,DFW,23:26,171,188,False,False,1154
2016,10,7,4,NK,3819,ORD,SFO,11:08,31,27,False,False,418
2016,2,7,6,UA,7279,MIA,JFK,23:45,38,54,False,False,1321
2018,12,11,7,AA,9094,LGA,ATL,05:04,60,62,False,False,2891
2015,5,16,6,AS,3882,DEN,SFO,03:59,54,51,False,False,460
2015,8,13,7,NK,9960,JFK,ORD,20:38,137,145,False,False,1406
2019,2,2,1,DL,2847,LGA,ORD,03:25,2,-4,False,False,807
2016,11,22,6,AS,9287,ORD,SFO,03:10,-13,-15,True,False,2676
2018,7,8,2,F9,714,SFO,LGA,02:48,26,20,False,False,2140
2018,9,15,1,B6,9196,LAX,DEN,09:44,1,15,False,False,428
2017,3,2,3,NK,7336,DFW,LAX,08:46,147,146,False,False,1437
2019,5,16,6,UA,672,MIA,JFK,03:35,22,30,False,False,1382
2016,12,16,7,B6,2622,JFK,DFW,20:14,9,6,False,False,2593
2018,5,5,5,AS,4992,JFK,LGA,03:59,-15,-25,False,False,2812
2018,8,16,5,AS,5343,JFK,ATL,18:13,160,164,False,False,2841
2018,4,28,4,B6,5736,LGA,SFO,02:21,161,153,False,False,2857
2019,8,19,2,NK,4689,ORD,DFW,07:15,22,26,False,False,2727
2018,5,28,2,F9,1427,MIA,JFK,05:28,122,130,False,False,2712
2018,10,22,2,UA,2066,ATL,DFW,08:37,52,66,False,False,2445
2019,8,24,5,WN,2879,MIA,LAX,08:47,118,118,False,False,313
2017,1,12,6,WN,3008,JFK,ORD,08:33,137,155,False,False,2767
2017,8,1,4,DL,220,SEA,ORD,05:59,1,3,False,False,209
2017,3,24,1,F9,7026,SFO,DFW,08:38,40,51,False,False,2215
2016,6,8,2,WN,1659,SEA,ATL,13:26,161,155,False,False,802
2015,10,21,7,AA,5229,DFW,MIA,13:30,121,114,False,False,2756
2019,8,28,4,B6,6003,ATL,LAX,19:03,121,112,False,False,712
2017,9,18,2,UA,7137,LAX,SFO,10:38,168,160,False,False,1300
2015,10,7,1,AA,6016,DEN,SFO,14:30,2,5,False,False,593
2015,12,27,4,NK,3723,LGA,MIA,14:40,89,99,False,False,317
2018,9,12,1,UA,5080,DFW,JFK,16:33,72,76,False,False,1694
2018,1,25,1,AA,7055,DFW,LGA,16:29,133,140,False,False,1603
2017,7,7,1,AS,6986,JFK,MIA,04:05,143,149,False,False,690
2017,7,12,7,AA,2228,MIA,ORD,05:06,-15,-25,False,False,1313
2016,6,17,2,AS,4736,SEA,JFK,06:29,75,75,True,False,2722
2018,2,7,7,NK,3050,MIA,DEN,17:45,102,103,False,False,264
2015,6,14,3,AA,567,SEA,ORD,23:02,39,40,False,False,680
2015,12,18,6,WN,7227,SFO,SFO,08:16,124,116,False,False,2224
2016,11,22,3,B6,9295,JFK,SEA,05:18,109,128,False,False,2471
2017,3,16,6,AA,1491,LAX,JFK,15:53,136,127,False,False,2814
2018,4,14,7,UA,7414,DFW,ATL,21:50,-16,-3,False,False,749
2018,5,20,7,AA,1133,SFO,SEA,01:44,44,55,False,False,1584
2015,2,1,4,UA,3542,ORD,DFW,01:20,-20,-5,False,False,1555
2015,3,9,2,UA,3760,JFK,DEN,12:34,116,122,False,False,1213
2015,7,16,1,AS,3647,DFW,ATL,07:56,27,43,False,False,832
2018,7,14,3,UA,952,JFK,SEA,11:21,7,2,False,False,787
2018,7,22,4,NK,7269,LAX,SEA,11:50,134,148,False,False,719
2018,1,22,1,UA,3025,LAX,JFK,03:01,178,181,False,False,1454
2017,3,26,2,DL,6710,MIA,LAX,05:43,157,164,False,False,1432
2018,2,4,5,B6,605,MIA,SEA,22:51,4,6,False,False,828
2019,11,1,2,AS,909,SEA,SFO,08:49,149,157,False,False,1177
2018,1,21,4,AA,1818,LGA,MIA,00:10,76,85,False,False,1376
2016,6,18,3,DL,631,DEN,JFK,23:26,126,122,False,False,1636
2017,4,1,1,F9,1502,ORD,ORD,05:02,157,148,False,False,1719
2016,11,5,4,AS,2708,SEA,JFK,19:53,65,68,False,False,1265
2016,1,19,4,UA,1241,LAX,LAX,10:11,59,53,False,False,1498
2017,1,10,5,AS,4325,JFK,DFW,12:18,70,86,False,False,1758
2018,7,18,7,WN,1722,LGA,SEA,10:52,96,93,False,False,367
2015,2,6,6,AA,3574,SEA,DFW,12:48,171,174,False,False,1886
2019,6,27,1,B6,7563,ATL,ORD,20:59,148,147,False,False,819
2015,6,7,2,AS,4163,ORD,LAX,20:30,91,84,False,False,2212
2017,8,11,6,B6,9917,LGA,DFW,08:11,60,60,False,False,1780
2019,11,26,6,F9,8432,JFK,DEN,21:43,125,117,False,False,805
2019,6,26,1,NK,1611,SFO,LAX,15:53,72,64,False,False,2950
2015,6,13,4,AS,9903,DEN,LAX,20:59,17,32,False,False,2269
2015,12,9,2,AA,8418,MIA,SFO,03:56,161,173,False,False,1302
2017,6,18,5,UA,4751,MIA,LAX,05:27,166,157,False,False,1075
2015,5,8,3,WN,9975,JFK,ORD,15:14,138,141,False,False,2472
2017,6,9,7,DL,5703,SEA,LGA,21:42,44,49,False,False,2624
2018,3,12,6,NK,3455,LGA,LGA,22:40,134,135,False,False,2329
2019,5,24,3,F9,7819,ATL,ORD,20:54,145,156,False,False,931
2019,10,4,1,AA,5124,DFW,JFK,17:02,-16,-16,False,False,2051
2018,7,11,4,AS,5326,MIA,LGA,16:06,138,147,False,False,2510
2017,5,8,7,WN,4748,LGA,LGA,01:00,40,36,False,False,2007
2019,7,21,4,DL,2029,LAX,LAX,00:51,30,21,False,False,217
2016,1,15,3,B6,1687,SEA,ATL,19:47,-12,-20,False,False,478
2019,9,27,6,AA,2074,ATL,ORD,18:01,84,101,False,False,483
2015,11,17,2,NK,6818,MIA,ATL,23:52,53,68,False,False,672
2019,1,19,3,AA,8627,SFO,ORD,14:56,57,57,False,False,618
2018,11,17,4,UA,2651,MIA,ORD,17:09,163,172,False,False,2979
2018,9,2,7,NK,8832,ORD,SFO,14:10,152,170,False,False,2214
2016,9,10,4,NK,6755,DFW,MIA,03:32,16,16,False,False,2435
2015,4,1,7,DL,5264,ORD,LAX,02:06,-6,8,False,False,1394
2015,6,2,4,AA,8173,ATL,SFO,17:03,57,56,False,False,1634
2016,9,6,6,AA,5417,DEN,MIA,13:12,-19,-13,False,False,1002
2018,6,6,1,AS,9786,SEA,LGA,06:47,105,122,False,False,248
2017,1,13,4,NK,5966,DFW,ORD,07:44,169,170,False,False,2919
2015,6,28,4,F9,2705,DFW,SFO,03:38,9,2,False,False,1510
2016,5,10,5,NK,1149,ORD,LAX,09:15,58,70,True,False,625
2016,7,18,4,WN,2944,DFW,LGA,02:17,100,104,False,False,2509
2017,10,14,7,AS,6806,SEA,ORD,11:55,41,56,False,False,2151
2019,11,12,2,AA,606,ATL,LAX,08:03,48,42,False,False,831
2016,12,7,3,AS,4137,SEA,DEN,12:57,54,61,False,False,2047
2017,6,3,5,DL,5954,ATL,LAX,12:15,37,45,False,False,1245
2015,12,8,7,NK,9697,DFW,LGA,06:15,-14,-1,False,False,2490
2018,3,26,7,DL,5091,SEA,SEA,16:00,179,196,False,False,416
2019,6,27,2,WN,6198,DFW,ORD,02:44,44,57,False,False,2844
2015,10,23,4,DL,9501,JFK,ORD,00:08,176,166,False,False,2001
2019,3,19,7,WN,8564,ORD,DEN,20:53,172,165,False,False,777
2015,7,9,4,F9,256,DEN,JFK,10:09,105,100,False,False,275
2018,10,13,2,AA,3711,ORD,DFW,16:41,3,-6,False,False,2967
2019,7,14,2,UA,2846,ATL,MIA,13:31,127,140,False,False,2059
2015,5,19,7,F9,3387,DEN,MIA,09:55,25,31,False,False,605
2018,1,5,7,WN,3765,MIA,ATL,06:51,173,177,False,False,734
2016,4,12,6,B6,5008,LGA,DFW,14:07,51,46,False,False,929
2017,4,18,5,F9,1285,ORD,DFW,09:35,33,29,False,False,266
2017,12,21,5,AS,4492,LAX,ATL,21:09,72,69,True,False,2064
2015,3,16,4,UA,4975,ATL,DFW,07:23,29,45,False,False,1726
2015,3,5,4,B6,2247,ORD,SEA,19:30,81,81,False,False,1247
2016,4,27,6,AS,8224,SEA,DEN,04:57,127,141,False,False,519
2019,4,16,6,B6,7603,ATL,LAX,17:12,93,110,False,False,366
2019,10,6,6,UA,8174,SFO,SFO,04:56,105,116,False,False,929
2015,3,11,3,WN,5646,ORD,LGA,19:23,141,159,False,False,1892
2016,11,17,1,F9,4591,DEN,SFO,19:22,-13,-6,False,False,1521
2017,10,15,2,AA,4163,ATL,LAX,07:13,14,28,False,False,1629
2016,1,7,6,AS,1914,DFW,ATL,10:38,97,88,False,False,674
2015,4,12,5,UA,3902,ORD,LGA,15:52,167,161,False,False,805
2018,7,21,5,UA,733,ATL,SEA,12:01,144,156,False,False,2204
2015,7,8,2,AA,5184,DEN,MIA,12:57,16,8,False,False,2943
2018,9,5,4,AS,8877,LAX,JFK,16:58,104,96,False,False,1100
2015,10,22,1,NK,9852,SEA,ATL,10:53,72,82,False,False,1892
2017,11,19,1,NK,1480,ORD,JFK,19:45,97,94,False,False,952
2015,1,12,6,F9,5596,SEA,SFO,03:43,111,111,False,False,2321
2019,7,24,1,AA,1510,ATL,ORD,04:00,64,74,False,False,2661
2019,3,23,6,WN,9161,LGA,DEN,22:23,115,126,False,False,270
2018,6,10,7,F9,1902,SFO,ATL,16:09,53,72,False,False,2047
2017,8,16,7,WN,7607,ORD,SFO,03:45,88,78,False,False,979
2015,10,11,4,AA,4955,DFW,ORD,23:27,-4,7,False,False,2078
2016,6,14,7,WN,9535,DEN,DEN,00:07,-1,15,False,False,2233
2018,3,7,1,AA,1150,ATL,ATL,08:50,-1,16,False,False,1388
2015,11,3,4,F9,9648,LAX,DEN,01:04,93,110,False,False,2491
2018,6,8,5,B6,8610,MIA,SEA,02:38,164,157,False,False,1734
2015,5,6,7,AS,7990,ATL,ATL,17:30,148,154,False,False,1465
2015,4,19,7,AA,5362,ORD,ATL,12:20,33,40,False,False,1399
2017,1,3,1,NK,861,DFW,MIA,09:21,-15,2,False,False,1421
2018,12,24,6,AA,3378,LAX,JFK,20:17,-17,-7,False,False,1609
2015,12,3,6,NK,9428,LAX,ATL,14:39,78,70,False,False,2315
2016,5,2,1,AS,3328,SEA,JFK,10:39,173,183,False,False,1740
2019,12,3,6,AA,8096,JFK,DEN,16:42,123,140,False,False,1011
2015,4,10,5,DL,1769,SFO,ATL,12:59,173,184,False,False,2113
2019,1,20,3,B6,8366,LAX,SEA,22:54,166,172,True,False,1222
2018,1,26,6,WN,2726,ATL,LGA,16:41,63,67,False,False,894
2019,10,7,3,UA,5469,LAX,LGA,09:09,28,42,False,False,567
2018,1,9,3,UA,5945,DEN,LGA,18:35,119,129,False,False,2581
2018,4,9,5,WN,2633,JFK,DFW,13:46,124,137,True,False,1320
2018,11,27,2,NK,6895,DEN,ORD,07:46,50,69,False,False,1069
2015,5,2,6,B6,7047,ATL,JFK,19:13,131,147,False,False,1763
2019,4,7,4,WN,7867,SFO,DEN,20:12,-9,1,False,False,657
2019,11,2,1,B6,483,LGA,SFO,14:15,77,96,False,False,291
2018,8,5,3,F9,1263,JFK,ORD,19:39,24,21,False,False,2385
2019,6,10,6,AS,614,JFK,LAX,18:19,2,17,False,True,504
2016,5,25,3,WN,6775,ATL,LAX,17:14,12,15,True,False,2696
2016,3,23,4,UA,8941,SFO,ORD,15:32,112,118,False,False,453
2019,6,26,1,AA,1664,JFK,LAX,19:04,79,83,False,False,290
2018,11,18,6,WN,3085,DFW,ATL,13:50,141,152,False,False,967
2017,4,15,1,B6,4955,LAX,ORD,15:04,103,102,False,False,269
2018,11,22,5,F9,1703,SEA,ATL,15:54,115,129,False,False,367
2017,8,21,2,UA,2930,MIA,LAX,08:18,57,58,True,False,2941
2018,4,11,6,B6,2898,LAX,ORD,07:14,121,137,True,False,2462
2018,10,15,1,AS,6279,JFK,MIA,04:49,67,84,False,False,2037
2015,6,21,7,AS,2907,MIA,LGA,12:13,168,161,False,False,2096
2019,6,6,4,AS,4565,LAX,SFO,10:54,61,61,False,False,1388
2017,10,27,4,DL,4019,ORD,LGA,07:10,60,67,False,False,2681
2017,12,16,5,WN,9485,DEN,LGA,20:11,51,51,False,False,320
2015,6,4,7,NK,8136,LGA,ORD,15:09,-6,-6,False,False,2111
2018,7,11,6,UA,3431,LGA,SFO,09:05,92,102,False,False,2669
2018,2,14,5,WN,4290,ATL,ATL,15:06,57,69,False,False,373
2017,6,17,7,WN,8831,ORD,JFK,22:35,112,112,False,False,2139
2017,4,25,6,B6,432,DEN,SFO,10:46,96,94,False,False,216
2019,3,28,5,B6,3962,ORD,ATL,01:47,34,40,False,False,1603
2018,10,13,4,UA,4953,MIA,JFK,23:59,91,106,False,False,958
2015,11,28,2,WN,9695,SFO,LAX,14:47,100,91,False,False,1659
2019,7,6,6,DL,555,ATL,MIA,13:48,155,164,False,False,2902
2018,6,17,5,WN,8199,SEA,DFW,00:50,-5,-11,False,False,2138
2016,3,10,4,AS,1612,DFW,ATL,06:59,35,31,False,False,1227
2016,9,25,6,AA,9097,SFO,MIA,21:04,135,135,False,False,1615
2018,6,2,6,WN,4905,LAX,LGA,22:27,-8,-8,False,False,2993
2018,11,11,3,B6,9111,JFK,DEN,13:43,167,175,False,False,936
2016,6,2,2,F9,2714,ORD,ATL,16:21,152,169,False,False,1915
2017,9,6,7,UA,414,SFO,SEA,03:44,92,107,True,False,745
2015,9,24,1,DL,9221,ATL,MIA,23:42,136,142,False,False,2772
2017,10,12,6,DL,1002,MIA,JFK,16:13,136,150,False,False,2318
2019,2,12,4,F9,4284,DFW,ORD,19:06,174,175,False,False,2420
2018,2,12,6,NK,6641,SEA,ORD,23:04,142,135,False,False,1458
2015,5,6,7,B6,712,ORD,DEN,18:32,132,125,False,False,1606
2017,6,24,3,WN,5910,LAX,LAX,11:38,94,88,False,False,2147
2018,11,26,5,DL,8675,ORD,ATL,18:44,12,14,False,False,399
2019,6,7,6,AS,2123,DFW,MIA,13:55,171,183,False,False,2449
2018,8,5,4,NK,9272,SEA,DEN,13:38,-11,-21,False,False,2842
2015,9,1,5,DL,3556,LGA,DFW,11:24,161,167,False,False,1007
2019,5,15,5,NK,7042,DFW,SEA,01:44,103,99,False,False,893
2019,9,11,1,WN,6609,ORD,LAX,02:36,134,142,False,False,2065
2017,12,4,7,AA,1007,JFK,JFK,02:46,151,166,False,False,707
2016,8,6,5,DL,2542,DFW,DFW,10:05,3,5,False,False,2141
2017,6,7,5,WN,4759,ATL,LGA,03:10,67,71,False,False,2044
2015,7,24,3,NK,9677,LAX,LGA,07:38,92,87,False,False,2371
2016,9,25,1,WN,6244,LAX,DEN,04:14,130,129,False,False,2920
2015,4,19,2,AA,9041,DFW,ORD,22:17,131,150,False,False,847
2018,4,2,1,F9,8726,SFO,SEA,11:27,67,84,False,False,1093
2017,11,24,1,AS,5546,DFW,LAX,19:25,16,14,False,False,2374
2016,2,8,6,UA,3744,ATL,JFK,04:24,50,45,False,False,2581
2015,8,5,2,NK,3454,LGA,JFK,14:25,-5,-8,False,False,1565
2016,6,16,2,AS,9364,ATL,SEA,09:27,148,160,False,False,466
2015,4,26,7,F9,870,LGA,JFK,22:06,152,149,False,False,2708
2016,1,17,3,F9,4280,ORD,LGA,17:08,63,66,False,False,655
2019,4,15,3,AA,4320,LGA,LAX,11:46,-13,-18,False,False,1248
2018,4,19,2,DL,9345,ORD,LGA,16:10,69,83,False,False,279
2019,9,23,5,B6,6792,ORD,JFK,20:09,149,158,True,False,1976
2019,11,19,6,UA,2705,DEN,DEN,17:37,136,135,False,False,2687
2017,5,17,5,AA,1086,JFK,LGA,02:50,126,138,False,False,2031
2016,10,15,7,B6,4912,ATL,MIA,01:09,2,7,False,False,2313
2018,10,4,5,AA,340,SFO,DFW,12:50,-11,2,False,False,1719
2015,9,21,6,F9,9490,MIA,LAX,10:58,60,71,False,False,435
2019,6,5,1,F9,4530,ATL,SEA,06:35,-3,5,False,False,803
2015,5,22,3,UA,3045,LGA,ORD,20:09,8,21,False,False,734
2017,2,11,2,WN,5865,DFW,MIA,20:25,-20,-19,False,False,1393
2018,3,15,4,UA,8363,DEN,DFW,22:54,170,181,False,False,503
2017,5,19,2,AA,8867,DEN,JFK,11:02,141,151,False,False,791
